,index,focus_intensity,background_intensity,focus_std,background_std,centre_distance,phase
295,20,2396.0810810810813,12.882469535675778,6.936356655329359,0.009561614967944472,453,5
296,21,2276.2972972972975,13.068076212154923,6.619013812444252,0.009947944558314522,357,5
297,22,2220.972972972973,12.905787365862842,6.853628438324897,0.010073144127259112,320,5
298,23,1962.2432432432433,13.114909762275582,8.783193776891924,0.009759562802020828,357,5
299,24,1392.972972972973,13.499489765356245,4.637082797244128,0.010158546331329848,453,5
300,0,1700.837837837838,13.383915735336904,8.228876582371905,0.009732984680303128,453,5
301,1,2166.3513513513512,13.211870389703742,6.73186943257902,0.009994518965369514,357,5
302,2,2938.2432432432433,12.821567629088296,9.417467056694342,0.009753922605414918,320,5
303,3,2484.7297297297296,12.882950889113284,7.4366718767770585,0.0098336372454261,357,5
304,4,1444.4054054054054,13.434812978144414,5.172334601445007,0.010401775271516587,453,5
305,5,2445.4864864864867,12.969087482243406,8.154786503005496,0.009547403745523342,357,5
306,6,2124.108108108108,12.7969950709408,5.8319269104098,0.009796420993356671,226,5
307,7,1124.5945945945946,13.145294930599531,4.137247201205804,0.011644725813219065,160,5
308,8,2598.972972972973,12.342932233993393,12.695828300102853,0.009645259360661235,226,5
309,9,1321.5405405405406,13.89812101011484,4.459966325755503,0.011260574139920364,357,5
310,10,2634.108108108108,13.450122156805696,9.19330462563851,0.010656505611625145,320,5
311,11,2505.5405405405404,12.342985717708672,8.34339642078235,0.009928743429706528,160,5
312,12,2948.2432432432433,11.030878288178815,12.984870974432212,0.008681158868717264,0,5
313,13,2431.675675675676,11.979763901487274,7.6357023519566125,0.009914747907039067,160,5
314,14,2669.4324324324325,12.92972239812422,7.7273234338601124,0.009906159825615627,320,5
315,15,2276.4594594594596,13.192565977511167,8.180898005486872,0.010330485849911074,357,5
316,16,2108.0810810810813,12.864430548186688,6.020828029900604,0.010378767898791925,226,5
317,17,2086.5945945945946,12.209865820055109,9.40831420222408,0.00935759025343784,160,5
318,18,2216.5675675675675,11.96022309127317,10.022220785941755,0.009154293634033365,226,5
319,19,2101.4324324324325,12.616542085265879,6.4997095558574625,0.009485726067084026,357,5
320,20,2411.108108108108,12.89619773571343,6.957219139150277,0.009541978900418793,453,5
321,21,2323.4324324324325,13.104739298978247,7.660962348554909,0.01006192291114948,357,5
322,22,2293.6216216216217,12.76984138869397,6.7550647991155754,0.009815043631740574,320,5
323,23,1946.054054054054,13.07771504732239,8.868732342420692,0.009669174891410228,357,5
324,24,1465.081081081081,13.290271098256003,4.094461397954586,0.01012429901631812,453,5
325,0,1612.8648648648648,12.947373093840387,9.135228063029833,0.00955508856176659,453,5
326,1,2170.108108108108,13.191827902240325,7.225248298743842,0.009999494253849057,357,5
327,2,2911.6486486486488,12.827481858323777,7.911971513498442,0.009879902241391555,320,5
328,3,2479.2702702702704,12.853638604117819,6.611039381769152,0.009713247233916256,357,5
329,4,1425.5945945945946,13.591391902993376,5.182492787901755,0.010358510335146303,453,5
330,5,2445.2702702702704,12.888750663198069,10.955427901700048,0.009771208016942172,357,5
331,6,2220.7837837837837,12.597953285183728,5.954187793413406,0.00958333920782784,226,5
